gender,past_3_years_bike_related_purchases,wealth_segment,owns_car,tenure,state,property_valuation,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,age
F,24,Mass Customer,No,7.0,NSW,7.0,1.0,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,48.0
F,24,Mass Customer,No,7.0,NSW,7.0,1.0,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,48.0
F,24,Mass Customer,No,7.0,NSW,7.0,0.0,Approved,Solex,Standard,medium,large,1071.23,380.74,48.0
F,24,Mass Customer,No,7.0,NSW,7.0,0.0,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,48.0
M,33,Mass Customer,Yes,12.0,QLD,3.0,1.0,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,64.0
M,33,Mass Customer,Yes,12.0,QLD,3.0,1.0,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,64.0
M,33,Mass Customer,Yes,12.0,QLD,3.0,1.0,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,64.0
M,33,Mass Customer,Yes,12.0,QLD,3.0,0.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,64.0
M,33,Mass Customer,Yes,12.0,QLD,3.0,0.0,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,64.0
M,33,Mass Customer,Yes,12.0,QLD,3.0,1.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,64.0
M,34,Mass Customer,No,10.0,NSW,12.0,0.0,Approved,Solex,Standard,medium,medium,575.27,431.45,67.0
M,34,Mass Customer,No,10.0,NSW,12.0,0.0,Approved,Solex,Standard,medium,medium,441.49,84.99,67.0
M,34,Mass Customer,No,10.0,NSW,12.0,0.0,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,67.0
M,34,Mass Customer,No,10.0,NSW,12.0,1.0,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,67.0
M,34,Mass Customer,No,10.0,NSW,12.0,1.0,Approved,Solex,Standard,high,large,1842.92,1105.75,67.0
M,33,Mass Customer,No,11.0,VIC,11.0,1.0,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,45.0
M,33,Mass Customer,No,11.0,VIC,11.0,0.0,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,45.0
M,33,Mass Customer,No,11.0,VIC,11.0,0.0,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,45.0
M,33,Mass Customer,No,11.0,VIC,11.0,0.0,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,45.0
M,33,Mass Customer,No,11.0,VIC,11.0,0.0,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,45.0
M,5,High Net Worth,No,10.0,NSW,8.0,0.0,Approved,Solex,Standard,medium,medium,478.16,298.72,31.0
M,5,High Net Worth,No,10.0,NSW,8.0,0.0,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,31.0
M,5,High Net Worth,No,10.0,NSW,8.0,0.0,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54,31.0
M,5,High Net Worth,No,10.0,NSW,8.0,1.0,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,31.0
M,5,High Net Worth,No,10.0,NSW,8.0,1.0,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,31.0
M,5,High Net Worth,No,10.0,NSW,8.0,0.0,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,31.0
F,0,Mass Customer,Yes,14.0,VIC,11.0,0.0,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,62.0
F,0,Mass Customer,Yes,14.0,VIC,11.0,1.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,62.0
F,0,Mass Customer,Yes,14.0,VIC,11.0,1.0,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,62.0
F,0,Mass Customer,Yes,14.0,VIC,11.0,1.0,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,62.0
F,0,Mass Customer,Yes,14.0,VIC,11.0,1.0,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,62.0
F,0,Mass Customer,Yes,14.0,VIC,11.0,1.0,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,62.0
F,0,Mass Customer,Yes,14.0,VIC,11.0,0.0,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,62.0
F,0,Mass Customer,Yes,14.0,VIC,11.0,0.0,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,62.0
F,0,Mass Customer,Yes,14.0,VIC,11.0,0.0,Cancelled,Solex,Standard,medium,medium,71.49,53.62,62.0
F,78,Affluent Customer,Yes,18.0,VIC,8.0,0.0,Approved,Solex,Standard,medium,medium,1151.96,649.49,47.0
F,78,Affluent Customer,Yes,18.0,VIC,8.0,1.0,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,47.0
F,78,Affluent Customer,Yes,18.0,VIC,8.0,0.0,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,47.0
F,78,Affluent Customer,Yes,18.0,VIC,8.0,0.0,Approved,Giant Bicycles,Road,low,small,590.26,525.33,47.0
F,78,Affluent Customer,Yes,18.0,VIC,8.0,0.0,Approved,Solex,Standard,medium,medium,71.49,53.62,47.0
F,54,High Net Worth,Yes,20.0,QLD,5.0,1.0,Approved,OHM Cycles,Road,high,large,12.01,7.21,34.0
F,54,High Net Worth,Yes,20.0,QLD,5.0,0.0,Approved,Giant Bicycles,Standard,high,medium,1179.0,707.4,34.0
F,54,High Net Worth,Yes,20.0,QLD,5.0,0.0,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,34.0
F,54,High Net Worth,Yes,20.0,QLD,5.0,1.0,Approved,Solex,Standard,high,medium,1024.66,614.8,34.0
F,54,High Net Worth,Yes,20.0,QLD,5.0,0.0,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,34.0
F,54,High Net Worth,Yes,20.0,QLD,5.0,0.0,Approved,Solex,Standard,low,medium,945.04,507.58,34.0
F,54,High Net Worth,Yes,20.0,QLD,5.0,0.0,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,34.0
F,54,High Net Worth,Yes,20.0,QLD,5.0,1.0,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,34.0
F,81,Affluent Customer,Yes,6.0,QLD,8.0,1.0,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,56.0
F,81,Affluent Customer,Yes,6.0,QLD,8.0,1.0,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,56.0
F,81,Affluent Customer,Yes,6.0,QLD,8.0,0.0,Approved,Solex,Standard,medium,medium,1151.96,649.49,56.0
F,81,Affluent Customer,Yes,6.0,QLD,8.0,1.0,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,56.0
F,81,Affluent Customer,Yes,6.0,QLD,8.0,1.0,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,56.0
F,81,Affluent Customer,Yes,6.0,QLD,8.0,0.0,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,56.0
M,96,Mass Customer,Yes,12.0,QLD,2.0,1.0,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,57.0
M,96,Mass Customer,Yes,12.0,QLD,2.0,1.0,Approved,Solex,Standard,medium,medium,1945.43,333.18,57.0
M,96,Mass Customer,Yes,12.0,QLD,2.0,0.0,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,57.0
M,96,Mass Customer,Yes,12.0,QLD,2.0,1.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,57.0
M,96,Mass Customer,Yes,12.0,QLD,2.0,1.0,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,57.0
M,96,Mass Customer,Yes,12.0,QLD,2.0,1.0,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,57.0
M,96,Mass Customer,Yes,12.0,QLD,2.0,0.0,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,57.0
M,96,Mass Customer,Yes,12.0,QLD,2.0,0.0,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,57.0
M,96,Mass Customer,Yes,12.0,QLD,2.0,1.0,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,57.0
F,42,Mass Customer,No,9.0,NSW,8.0,0.0,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,43.0
F,42,Mass Customer,No,9.0,NSW,8.0,1.0,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,43.0
F,42,Mass Customer,No,9.0,NSW,8.0,1.0,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,43.0
F,42,Mass Customer,No,9.0,NSW,8.0,1.0,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,43.0
F,42,Mass Customer,No,9.0,NSW,8.0,1.0,Approved,OHM Cycles,Standard,medium,medium,1227.34,770.89,43.0
F,42,Mass Customer,No,9.0,NSW,8.0,0.0,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,43.0
M,63,Affluent Customer,No,4.0,VIC,8.0,0.0,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,25.0
M,63,Affluent Customer,No,4.0,VIC,8.0,0.0,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,25.0
M,63,Affluent Customer,No,4.0,VIC,8.0,0.0,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,25.0
M,63,Affluent Customer,No,4.0,VIC,8.0,0.0,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,25.0
M,63,Affluent Customer,No,4.0,VIC,8.0,0.0,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,25.0
M,63,Affluent Customer,No,4.0,VIC,8.0,1.0,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,25.0
M,63,Affluent Customer,No,4.0,VIC,8.0,0.0,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,25.0
M,63,Affluent Customer,No,4.0,VIC,8.0,0.0,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,25.0
M,63,Affluent Customer,No,4.0,VIC,8.0,0.0,Approved,Solex,Road,medium,large,1777.8,820.78,25.0
M,63,Affluent Customer,No,4.0,VIC,8.0,1.0,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,25.0
M,63,Affluent Customer,No,4.0,VIC,8.0,1.0,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,25.0
M,67,High Net Worth,Yes,20.0,NSW,10.0,1.0,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,59.0
M,67,High Net Worth,Yes,20.0,NSW,10.0,1.0,Approved,Solex,Standard,medium,medium,575.27,431.45,59.0
M,67,High Net Worth,Yes,20.0,NSW,10.0,1.0,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,59.0
M,67,High Net Worth,Yes,20.0,NSW,10.0,0.0,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,59.0
M,67,High Net Worth,Yes,20.0,NSW,10.0,1.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,59.0
M,67,High Net Worth,Yes,20.0,NSW,10.0,1.0,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,59.0
M,67,High Net Worth,Yes,20.0,NSW,10.0,1.0,Approved,Giant Bicycles,Standard,high,medium,1179.0,707.4,59.0
M,53,Mass Customer,No,13.0,QLD,4.0,1.0,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,44.0
M,53,Mass Customer,No,13.0,QLD,4.0,0.0,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,44.0
M,53,Mass Customer,No,13.0,QLD,4.0,0.0,Approved,Solex,Standard,medium,medium,1151.96,649.49,44.0
M,17,Mass Customer,No,10.0,VIC,2.0,1.0,Approved,Solex,Standard,low,medium,1289.85,74.51,43.0
M,17,Mass Customer,No,10.0,VIC,2.0,1.0,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,43.0
M,17,Mass Customer,No,10.0,VIC,2.0,0.0,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,43.0
M,17,Mass Customer,No,10.0,VIC,2.0,1.0,Approved,Giant Bicycles,Road,low,small,590.26,525.33,43.0
M,17,Mass Customer,No,10.0,VIC,2.0,1.0,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,43.0
F,17,Affluent Customer,Yes,12.0,NSW,9.0,0.0,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,41.0
F,17,Affluent Customer,Yes,12.0,NSW,9.0,1.0,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,41.0
F,17,Affluent Customer,Yes,12.0,NSW,9.0,1.0,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,41.0
F,17,Affluent Customer,Yes,12.0,NSW,9.0,0.0,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,41.0
M,41,Mass Customer,No,18.0,NSW,6.0,1.0,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,46.0
M,41,Mass Customer,No,18.0,NSW,6.0,1.0,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,46.0
M,41,Mass Customer,No,18.0,NSW,6.0,0.0,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,46.0
M,41,Mass Customer,No,18.0,NSW,6.0,0.0,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,46.0
M,41,Mass Customer,No,18.0,NSW,6.0,1.0,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,46.0
M,41,Mass Customer,No,18.0,NSW,6.0,1.0,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,46.0
M,41,Mass Customer,No,18.0,NSW,6.0,1.0,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,46.0
M,41,Mass Customer,No,18.0,NSW,6.0,0.0,Approved,Solex,Standard,high,medium,748.17,448.9,46.0
F,57,High Net Worth,Yes,22.0,VIC,7.0,0.0,Approved,Solex,Standard,medium,large,1071.23,380.74,33.0
F,57,High Net Worth,Yes,22.0,VIC,7.0,0.0,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,33.0
F,57,High Net Worth,Yes,22.0,VIC,7.0,1.0,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,33.0
M,91,High Net Worth,Yes,16.0,QLD,7.0,1.0,Approved,Norco Bicycles,Road,high,large,774.53,464.72,53.0
M,91,High Net Worth,Yes,16.0,QLD,7.0,1.0,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54,53.0
M,91,High Net Worth,Yes,16.0,QLD,7.0,1.0,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,53.0
M,91,High Net Worth,Yes,16.0,QLD,7.0,0.0,Approved,Giant Bicycles,Road,low,small,590.26,525.33,53.0
M,91,High Net Worth,Yes,16.0,QLD,7.0,0.0,Approved,Solex,Touring,medium,large,2083.94,675.03,53.0
M,91,High Net Worth,Yes,16.0,QLD,7.0,1.0,Approved,Solex,Standard,medium,medium,71.49,53.62,53.0
F,48,Mass Customer,No,6.0,QLD,3.0,1.0,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,36.0
F,48,Mass Customer,No,6.0,QLD,3.0,0.0,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,36.0
F,48,Mass Customer,No,6.0,QLD,3.0,0.0,Approved,Trek Bicycles,Standard,high,medium,358.39,215.03,36.0
F,48,Mass Customer,No,6.0,QLD,3.0,0.0,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,36.0
F,88,Mass Customer,Yes,19.0,NSW,12.0,0.0,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,45.0
F,88,Mass Customer,Yes,19.0,NSW,12.0,1.0,Approved,Solex,Standard,medium,medium,1163.89,589.27,45.0
F,88,Mass Customer,Yes,19.0,NSW,12.0,0.0,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,45.0
F,88,Mass Customer,Yes,19.0,NSW,12.0,0.0,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,45.0
F,88,Mass Customer,Yes,19.0,NSW,12.0,0.0,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,45.0
F,88,Mass Customer,Yes,19.0,NSW,12.0,1.0,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,45.0
F,88,Mass Customer,Yes,19.0,NSW,12.0,1.0,Approved,Solex,Standard,medium,medium,1483.2,99.59,45.0
F,88,Mass Customer,Yes,19.0,NSW,12.0,1.0,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,45.0
F,88,Mass Customer,Yes,19.0,NSW,12.0,0.0,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,45.0
M,42,Mass Customer,Yes,7.0,QLD,8.0,1.0,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,43.0
M,42,Mass Customer,Yes,7.0,QLD,8.0,0.0,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,43.0
M,42,Mass Customer,Yes,7.0,QLD,8.0,1.0,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,43.0
M,42,Mass Customer,Yes,7.0,QLD,8.0,1.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,43.0
M,70,High Net Worth,No,7.0,NSW,12.0,1.0,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,43.0
M,70,High Net Worth,No,7.0,NSW,12.0,1.0,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,43.0
M,70,High Net Worth,No,7.0,NSW,12.0,1.0,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,43.0
M,70,High Net Worth,No,7.0,NSW,12.0,1.0,Approved,Trek Bicycles,Standard,high,medium,358.39,215.03,43.0
M,70,High Net Worth,No,7.0,NSW,12.0,1.0,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,43.0
M,70,High Net Worth,No,7.0,NSW,12.0,1.0,Approved,Solex,Standard,medium,large,202.62,151.96,43.0
M,70,High Net Worth,No,7.0,NSW,12.0,1.0,Approved,Solex,Standard,high,medium,748.17,448.9,43.0
F,19,High Net Worth,No,20.0,NSW,8.0,0.0,Approved,Giant Bicycles,Road,low,small,590.26,525.33,47.0
F,19,High Net Worth,No,20.0,NSW,8.0,1.0,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,47.0
F,19,High Net Worth,No,20.0,NSW,8.0,1.0,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,47.0
F,19,High Net Worth,No,20.0,NSW,8.0,1.0,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,47.0
F,19,High Net Worth,No,20.0,NSW,8.0,1.0,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,47.0
F,19,High Net Worth,No,20.0,NSW,8.0,1.0,Approved,Solex,Standard,medium,medium,1577.53,826.51,47.0
F,19,High Net Worth,No,20.0,NSW,8.0,1.0,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,47.0
M,93,Affluent Customer,Yes,16.0,VIC,7.0,0.0,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,43.0
M,93,Affluent Customer,Yes,16.0,VIC,7.0,1.0,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,43.0
M,93,Affluent Customer,Yes,16.0,VIC,7.0,0.0,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,43.0
M,93,Affluent Customer,Yes,16.0,VIC,7.0,1.0,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,43.0
M,93,Affluent Customer,Yes,16.0,VIC,7.0,0.0,Approved,Solex,Standard,medium,large,1071.23,380.74,43.0
F,22,Mass Customer,No,2.0,NSW,8.0,1.0,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,27.0
F,22,Mass Customer,No,2.0,NSW,8.0,0.0,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,27.0
F,22,Mass Customer,No,2.0,NSW,8.0,0.0,Approved,Trek Bicycles,Standard,high,medium,358.39,215.03,27.0
F,22,Mass Customer,No,2.0,NSW,8.0,0.0,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,27.0
F,13,Affluent Customer,Yes,7.0,VIC,4.0,0.0,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,61.0
F,13,Affluent Customer,Yes,7.0,VIC,4.0,1.0,Approved,OHM Cycles,Road,medium,small,1810.0,1610.9,61.0
F,13,Affluent Customer,Yes,7.0,VIC,4.0,1.0,Approved,Solex,Standard,medium,large,202.62,151.96,61.0
F,13,Affluent Customer,Yes,7.0,VIC,4.0,1.0,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,61.0
F,13,Affluent Customer,Yes,7.0,VIC,4.0,1.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,61.0
F,13,Affluent Customer,Yes,7.0,VIC,4.0,1.0,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,61.0
F,13,Affluent Customer,Yes,7.0,VIC,4.0,1.0,Approved,Solex,Standard,medium,large,1071.23,380.74,61.0
F,13,Affluent Customer,Yes,7.0,VIC,4.0,0.0,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,61.0
F,13,Affluent Customer,Yes,7.0,VIC,4.0,1.0,Approved,Solex,Standard,medium,medium,1163.89,589.27,61.0
F,34,Affluent Customer,Yes,11.0,NSW,9.0,1.0,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,45.0
F,34,Affluent Customer,Yes,11.0,NSW,9.0,1.0,Approved,OHM Cycles,Standard,medium,medium,1227.34,770.89,45.0
F,34,Affluent Customer,Yes,11.0,NSW,9.0,1.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,45.0
F,34,Affluent Customer,Yes,11.0,NSW,9.0,0.0,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,45.0
F,34,Affluent Customer,Yes,11.0,NSW,9.0,0.0,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,45.0
F,34,Affluent Customer,Yes,11.0,NSW,9.0,1.0,Approved,Solex,Standard,medium,medium,1181.89,388.92,45.0
F,34,Affluent Customer,Yes,11.0,NSW,9.0,0.0,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,45.0
F,34,Affluent Customer,Yes,11.0,NSW,9.0,1.0,Approved,Solex,Road,medium,medium,416.98,312.74,45.0
F,34,Affluent Customer,Yes,11.0,NSW,9.0,1.0,Approved,Solex,Standard,medium,medium,1577.53,826.51,45.0
F,37,Affluent Customer,Yes,18.0,NSW,7.0,1.0,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,41.0
F,37,Affluent Customer,Yes,18.0,NSW,7.0,1.0,Approved,Solex,Standard,low,medium,945.04,507.58,41.0
F,37,Affluent Customer,Yes,18.0,NSW,7.0,0.0,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,41.0
F,37,Affluent Customer,Yes,18.0,NSW,7.0,0.0,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,41.0
F,37,Affluent Customer,Yes,18.0,NSW,7.0,0.0,Approved,Solex,Touring,medium,large,2083.94,675.03,41.0
F,37,Affluent Customer,Yes,18.0,NSW,7.0,0.0,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,41.0
F,37,Affluent Customer,Yes,18.0,NSW,7.0,1.0,Approved,Solex,Standard,medium,large,1071.23,380.74,41.0
M,6,Affluent Customer,Yes,3.0,NSW,5.0,0.0,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54,22.0
M,6,Affluent Customer,Yes,3.0,NSW,5.0,1.0,Approved,Solex,Standard,medium,medium,478.16,298.72,22.0
M,6,Affluent Customer,Yes,3.0,NSW,5.0,0.0,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,22.0
F,11,Mass Customer,No,3.0,QLD,2.0,1.0,Approved,OHM Cycles,Road,medium,small,1810.0,1610.9,25.0
F,11,Mass Customer,No,3.0,QLD,2.0,1.0,Approved,Solex,Touring,medium,large,2083.94,675.03,25.0
F,11,Mass Customer,No,3.0,QLD,2.0,1.0,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,25.0
F,11,Mass Customer,No,3.0,QLD,2.0,1.0,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,25.0
F,11,Mass Customer,No,3.0,QLD,2.0,0.0,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,25.0
F,11,Mass Customer,No,3.0,QLD,2.0,1.0,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,25.0
F,11,Mass Customer,No,3.0,QLD,2.0,1.0,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,25.0
F,11,Mass Customer,No,3.0,QLD,2.0,0.0,Approved,Solex,Standard,medium,large,1071.23,380.74,25.0
F,11,Mass Customer,No,3.0,QLD,2.0,0.0,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,25.0
M,59,Affluent Customer,No,6.0,NSW,12.0,1.0,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,57.0
M,59,Affluent Customer,No,6.0,NSW,12.0,1.0,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,57.0
M,59,Affluent Customer,No,6.0,NSW,12.0,0.0,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,57.0
M,56,High Net Worth,Yes,5.0,QLD,8.0,0.0,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,33.0
M,56,High Net Worth,Yes,5.0,QLD,8.0,0.0,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,33.0
M,56,High Net Worth,Yes,5.0,QLD,8.0,0.0,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,33.0
F,34,Mass Customer,Yes,10.0,VIC,6.0,1.0,Approved,Solex,Standard,high,large,1842.92,1105.75,41.0
F,34,Mass Customer,Yes,10.0,VIC,6.0,1.0,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,41.0
F,34,Mass Customer,Yes,10.0,VIC,6.0,0.0,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,41.0
M,6,High Net Worth,No,6.0,NSW,1.0,1.0,Approved,Solex,Standard,medium,medium,1483.2,99.59,26.0
M,6,High Net Worth,No,6.0,NSW,1.0,0.0,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,26.0
M,6,High Net Worth,No,6.0,NSW,1.0,1.0,Cancelled,Trek Bicycles,Road,medium,medium,290.62,215.14,26.0
M,6,High Net Worth,No,6.0,NSW,1.0,0.0,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,26.0
M,6,High Net Worth,No,6.0,NSW,1.0,0.0,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,26.0
M,77,Mass Customer,No,2.0,QLD,3.0,0.0,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,23.0
M,77,Mass Customer,No,2.0,QLD,3.0,1.0,Approved,Giant Bicycles,Road,low,small,590.26,525.33,23.0
M,77,Mass Customer,No,2.0,QLD,3.0,0.0,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,23.0
M,77,Mass Customer,No,2.0,QLD,3.0,0.0,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,23.0
M,52,Affluent Customer,No,6.0,NSW,11.0,1.0,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,51.0
M,52,Affluent Customer,No,6.0,NSW,11.0,1.0,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,51.0
M,52,Affluent Customer,No,6.0,NSW,11.0,0.0,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,51.0
M,52,Affluent Customer,No,6.0,NSW,11.0,1.0,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,51.0
M,52,Affluent Customer,No,6.0,NSW,11.0,0.0,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,51.0
M,52,Affluent Customer,No,6.0,NSW,11.0,0.0,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,51.0
