past_3_years_bike_related_purchases,owns_car,tenure,property_valuation,online_order,order_status,list_price,standard_cost,age,F,M,Affluent Customer,High Net Worth,Mass Customer,NSW,QLD,VIC,Giant Bicycles,Norco Bicycles,OHM Cycles,Solex,Trek Bicycles,WeareA2B,Mountain,Road,Standard,Touring,high,low,medium,large,medium,small
20,1,1.0,10.0,0.0,1,945.04,507.58,23.0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
20,1,1.0,10.0,1.0,1,499.53,388.72,23.0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
20,1,1.0,10.0,0.0,1,1129.13,677.48,23.0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
37,1,2.0,10.0,1.0,1,1762.96,950.52,21.0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
37,1,2.0,10.0,0.0,1,795.34,101.58,21.0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
37,1,2.0,10.0,0.0,1,1555.58,818.01,21.0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
37,1,2.0,10.0,0.0,1,183.86,137.9,21.0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
37,1,2.0,10.0,0.0,1,2005.66,1203.4,21.0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
37,1,2.0,10.0,1.0,1,642.31,513.85,21.0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
37,1,2.0,10.0,1.0,1,1945.43,333.18,21.0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
37,1,2.0,10.0,0.0,1,774.53,464.72,21.0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
37,1,2.0,10.0,1.0,1,2091.47,388.92,21.0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0
65,0,8.0,12.0,1.0,1,752.64,205.36,43.0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
65,0,8.0,12.0,0.0,1,227.88,136.73,43.0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
65,0,8.0,12.0,0.0,1,12.01,7.21,43.0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
65,0,8.0,12.0,0.0,1,1945.43,333.18,43.0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
65,0,8.0,12.0,1.0,1,575.27,431.45,43.0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
65,0,8.0,12.0,0.0,1,1311.44,1167.18,43.0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
65,0,8.0,12.0,0.0,1,569.56,528.43,43.0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
48,0,11.0,4.0,0.0,1,290.62,215.14,57.0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0
48,0,11.0,4.0,1.0,1,71.49,53.62,57.0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
48,0,11.0,4.0,0.0,1,1842.92,1105.75,57.0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
48,0,11.0,4.0,0.0,1,416.98,312.74,57.0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0
48,0,11.0,4.0,0.0,1,1992.93,762.63,57.0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
48,0,11.0,4.0,0.0,1,945.04,507.58,57.0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
26,1,10.0,5.0,1.0,1,980.37,234.43,47.0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
26,1,10.0,5.0,1.0,1,1890.39,260.14,47.0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0
26,1,10.0,5.0,1.0,1,1071.23,380.74,47.0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0
26,1,10.0,5.0,1.0,1,2091.47,388.92,47.0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0
26,1,10.0,5.0,0.0,1,2091.47,388.92,47.0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0
26,1,10.0,5.0,0.0,1,360.4,270.3,47.0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
26,1,10.0,5.0,1.0,1,1810.0,1610.9,47.0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
26,1,10.0,5.0,0.0,1,235.63,125.07,47.0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
85,0,4.0,9.0,1.0,1,1765.3,709.48,26.0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
85,0,4.0,9.0,0.0,1,1073.07,933.84,26.0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0
85,0,4.0,9.0,0.0,1,543.39,407.54,26.0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
85,0,4.0,9.0,1.0,1,1635.3,993.66,26.0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
85,0,4.0,9.0,0.0,0,1362.99,57.74,26.0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0
85,0,4.0,9.0,0.0,1,1812.75,582.48,26.0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
85,0,4.0,9.0,0.0,1,1415.01,1259.36,26.0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
85,0,4.0,9.0,0.0,1,1842.92,1105.75,26.0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
26,1,18.0,8.0,0.0,1,230.91,173.18,45.0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
26,1,18.0,8.0,1.0,1,416.98,312.74,45.0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0
26,1,18.0,8.0,1.0,1,71.49,53.62,45.0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
60,1,2.0,7.0,0.0,1,1769.64,108.76,24.0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
60,1,2.0,7.0,0.0,1,1415.01,1259.36,24.0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
60,1,2.0,7.0,1.0,1,60.34,45.26,24.0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
60,1,2.0,7.0,1.0,1,12.01,7.21,24.0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
60,1,2.0,7.0,0.0,1,1812.75,582.48,24.0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
67,0,14.0,7.0,1.0,1,1842.92,1105.75,54.0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
67,0,14.0,7.0,0.0,1,1703.52,1516.13,54.0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1
67,0,14.0,7.0,0.0,1,1228.07,400.91,54.0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
57,0,10.0,3.0,1.0,1,227.88,136.73,48.0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
57,0,10.0,3.0,1.0,1,1466.68,363.25,48.0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0
57,0,10.0,3.0,0.0,1,1172.78,1043.77,48.0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
57,0,10.0,3.0,0.0,1,945.04,507.58,48.0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
57,0,10.0,3.0,0.0,1,792.9,594.68,48.0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
57,0,10.0,3.0,1.0,1,688.63,612.88,48.0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
34,1,2.0,7.0,0.0,1,1403.5,954.82,21.0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
34,1,2.0,7.0,1.0,1,1945.43,333.18,21.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
34,1,2.0,7.0,0.0,1,1280.28,829.51,21.0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
28,1,7.0,8.0,0.0,1,1765.3,709.48,43.0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
28,1,7.0,8.0,1.0,1,1703.52,1516.13,43.0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1
28,1,7.0,8.0,0.0,1,1890.39,260.14,43.0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0
28,1,7.0,8.0,1.0,1,1945.43,333.18,43.0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
28,1,7.0,8.0,1.0,1,175.89,131.92,43.0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
28,1,7.0,8.0,1.0,1,1148.64,689.18,43.0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
28,1,7.0,8.0,1.0,1,12.01,7.21,43.0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
28,1,7.0,8.0,0.0,1,1483.2,99.59,43.0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
28,1,7.0,8.0,1.0,1,1289.85,74.51,43.0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
28,1,7.0,8.0,1.0,1,1129.13,677.48,43.0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
28,1,7.0,8.0,0.0,1,202.62,151.96,43.0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0
28,0,22.0,10.0,0.0,1,1289.85,74.51,47.0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
28,0,22.0,10.0,1.0,1,1636.9,44.71,47.0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
28,0,22.0,10.0,1.0,1,742.54,667.4,47.0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
28,0,22.0,10.0,0.0,1,1179.0,707.4,47.0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
48,0,20.0,10.0,0.0,1,1777.8,820.78,44.0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0
48,0,20.0,10.0,1.0,1,363.01,290.41,44.0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
48,0,20.0,10.0,1.0,1,1292.84,13.44,44.0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
48,0,20.0,10.0,0.0,1,1231.15,161.6,44.0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
62,1,16.0,2.0,1.0,1,1538.99,829.65,65.0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
62,1,16.0,2.0,0.0,1,748.17,448.9,65.0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
62,1,16.0,2.0,1.0,1,792.9,594.68,65.0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
62,1,16.0,2.0,1.0,1,569.56,528.43,65.0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
62,1,16.0,2.0,0.0,1,1240.31,795.1,65.0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0
62,1,16.0,2.0,1.0,1,227.88,136.73,65.0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
62,1,16.0,2.0,1.0,1,2083.94,675.03,65.0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0
72,1,4.0,8.0,1.0,1,1466.68,363.25,58.0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0
72,1,4.0,8.0,1.0,1,499.53,388.72,58.0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
72,1,4.0,8.0,1.0,1,1777.8,820.78,58.0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0
72,1,4.0,8.0,1.0,1,1179.0,707.4,58.0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
72,1,4.0,8.0,0.0,1,441.49,84.99,58.0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
72,1,4.0,8.0,0.0,1,1636.9,44.71,58.0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
72,1,4.0,8.0,0.0,1,752.64,205.36,58.0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
72,1,4.0,8.0,1.0,1,71.16,56.93,58.0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
72,1,4.0,8.0,0.0,1,60.34,45.26,58.0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
82,1,16.0,9.0,1.0,1,1057.51,154.4,66.0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
82,1,16.0,9.0,0.0,1,912.52,141.4,66.0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
82,1,16.0,9.0,0.0,1,1362.99,57.74,66.0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0
82,1,16.0,9.0,1.0,1,1073.07,933.84,66.0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0
82,1,16.0,9.0,1.0,1,642.7,211.37,66.0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
36,1,8.0,10.0,0.0,1,363.01,290.41,52.0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
36,1,8.0,10.0,0.0,1,1228.07,400.91,52.0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
36,1,8.0,10.0,0.0,1,2091.47,388.92,52.0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0
72,1,21.0,7.0,1.0,1,1179.0,707.4,33.0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
72,1,21.0,7.0,1.0,1,1073.07,933.84,33.0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0
72,1,21.0,7.0,1.0,1,1769.64,108.76,33.0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
72,1,21.0,7.0,1.0,1,1890.39,260.14,33.0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0
38,0,16.0,10.0,0.0,1,1807.45,778.69,48.0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
38,0,16.0,10.0,0.0,1,1466.68,363.25,48.0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0
38,0,16.0,10.0,0.0,1,100.35,75.26,48.0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
38,0,16.0,10.0,0.0,1,688.63,612.88,48.0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
38,0,16.0,10.0,1.0,1,1386.84,1234.29,48.0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
38,0,16.0,10.0,1.0,1,1945.43,333.18,48.0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
38,0,16.0,10.0,1.0,1,1151.96,649.49,48.0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
40,1,17.0,7.0,1.0,1,1403.5,954.82,39.0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
40,1,17.0,7.0,0.0,1,1024.66,614.8,39.0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
40,1,17.0,7.0,1.0,1,1777.8,820.78,39.0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0
40,1,17.0,7.0,1.0,1,1415.01,1259.36,39.0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
40,1,17.0,7.0,0.0,1,1065.03,230.09,39.0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
40,1,17.0,7.0,0.0,1,1024.66,614.8,39.0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
11,1,14.0,7.0,0.0,1,1538.99,829.65,44.0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
11,1,14.0,7.0,1.0,1,1386.84,1234.29,44.0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
11,1,14.0,7.0,0.0,1,12.01,7.21,44.0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
11,1,14.0,7.0,0.0,1,1483.2,99.59,44.0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
16,0,5.0,8.0,0.0,1,1894.19,598.76,51.0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0
16,0,5.0,8.0,1.0,1,1148.64,689.18,51.0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
16,0,5.0,8.0,0.0,1,533.51,400.13,51.0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0
16,0,5.0,8.0,0.0,0,1274.93,764.96,51.0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
16,0,5.0,8.0,1.0,1,60.34,45.26,51.0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
84,0,3.0,12.0,1.0,1,1151.96,649.49,27.0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
84,0,3.0,12.0,1.0,1,748.17,448.9,27.0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
84,0,3.0,12.0,1.0,1,235.63,125.07,27.0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
84,0,3.0,12.0,0.0,1,945.04,507.58,27.0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
81,1,7.0,2.0,1.0,1,1945.43,333.18,43.0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
81,1,7.0,2.0,0.0,1,2083.94,675.03,43.0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0
81,1,7.0,2.0,0.0,1,1894.19,598.76,43.0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0
81,1,7.0,2.0,1.0,1,175.89,131.92,43.0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
81,1,7.0,2.0,0.0,1,1231.15,161.6,43.0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
81,1,7.0,2.0,1.0,1,1873.97,863.95,43.0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
94,0,6.0,7.0,0.0,1,1311.44,1167.18,53.0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
94,0,6.0,7.0,0.0,1,290.62,215.14,53.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0
94,0,6.0,7.0,1.0,1,1065.03,230.09,53.0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
94,0,6.0,7.0,0.0,1,71.49,53.62,53.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
94,0,6.0,7.0,1.0,1,495.72,297.43,53.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
94,0,6.0,7.0,0.0,1,1415.01,1259.36,53.0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
94,0,6.0,7.0,0.0,1,586.45,521.94,53.0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
94,0,6.0,7.0,1.0,1,980.37,234.43,53.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
94,0,6.0,7.0,0.0,1,1945.43,333.18,53.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
59,0,1.0,10.0,0.0,1,1458.17,874.9,20.0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
59,0,1.0,10.0,0.0,1,1386.84,1234.29,20.0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
59,0,1.0,10.0,1.0,1,958.74,748.9,20.0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
59,0,1.0,10.0,0.0,1,1057.51,154.4,20.0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
59,0,1.0,10.0,1.0,1,569.56,528.43,20.0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
59,0,1.0,10.0,0.0,1,1362.99,57.74,20.0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0
59,0,1.0,10.0,1.0,1,1292.84,13.44,20.0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
59,0,1.0,10.0,0.0,1,60.34,45.26,20.0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
59,0,1.0,10.0,1.0,1,544.05,376.84,20.0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
25,0,1.0,9.0,0.0,1,1555.58,818.01,21.0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
25,0,1.0,9.0,0.0,1,1024.66,614.8,21.0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
25,0,1.0,9.0,1.0,1,569.56,528.43,21.0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
25,0,1.0,9.0,1.0,1,1894.19,598.76,21.0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0
25,0,1.0,9.0,0.0,1,2091.47,388.92,21.0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0
25,0,1.0,9.0,0.0,1,1292.84,13.44,21.0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
25,0,1.0,9.0,1.0,1,1977.36,1759.85,21.0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
25,0,1.0,9.0,1.0,1,792.9,594.68,21.0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
25,0,1.0,9.0,0.0,1,1555.58,818.01,21.0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
25,0,1.0,9.0,1.0,1,1775.81,1580.47,21.0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
25,0,11.0,10.0,1.0,1,2083.94,675.03,36.0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0
25,0,11.0,10.0,1.0,1,1228.07,400.91,36.0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
25,0,11.0,10.0,1.0,1,958.74,748.9,36.0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
25,0,11.0,10.0,1.0,1,1775.81,1580.47,36.0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
25,0,11.0,10.0,0.0,1,1945.43,333.18,36.0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
88,0,7.0,9.0,0.0,1,1179.0,707.4,66.0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
88,0,7.0,9.0,1.0,1,1577.53,826.51,66.0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
